DATE,17-Nov-11,,,,,,,,,,,,,,,,,,,,,
TIME,10:00 MYT,,,,,,,,,,,,,,,,,,,,,
FILE,20111117 CAC40.xlsx,,,,,,,,,,,,,,,,,,,,,
UNDERLYING,OTC_FCHI,,,,,,,,,,,,,,,,,,,,,
SPOT,3064.9,,,,,,,,,,,,,,,,,,,,,
CURRENCY,EUR,,,,,,,,,,,,,,,,,,,,,
JACINTO PARAMETERS,,,,,,,,,,,,,,,,,,,,,,
alpha1,0.117695022,,,,,,,,,,,,,,,,,,,,,
alpha2,0.007852264,,,,,,,,,,,,,,,,,,,,,
alpha3,-0.053731215,,,,,,,,,,,,,,,,,,,,,
beta1,0.382704873,,,,,,,,,,,,,,,,,,,,,
beta2,0.250406214,,,,,,,,,,,,,,,,,,,,,
beta3,1.04361293,,,,,,,,,,,,,,,,,,,,,
gamma1,-7.288872959,,,,,,,,,,,,,,,,,,,,,
gamma2,0.006394236,,,,,,,,,,,,,,,,,,,,,
gamma3,1.843687108,,,,,,,,,,,,,,,,,,,,,
theta1,0.298610035,,,,,,,,,,,,,,,,,,,,,
theta2,-0.043376773,,,,,,,,,,,,,,,,,,,,,
theta3,0.297817798,,,,,,,,,,,,,,,,,,,,,
Average ABS Error,0.479293335,,,,,,,,,,,,,,,,,,,,,
dk,1,,,,,,,,,,,,,,,,,,,,,
END JACINTO PARAMETERS,,,,,,,,,,,,,,,,,,,,,,
VOL SURFACE EXCHANGE DATES,,,,,,,,,,,,,,,,,,,,,,
,%ATMS,50%,55%,60%,65%,70%,75%,80%,85%,90%,95%,100%,105%,110%,115%,120%,125%,130%,135%,140%,145%,150%
EXCHANGE DATES,Strike,1532.45,1685.695,1838.94,1992.185,2145.43,2298.675,2451.92,2605.165,2758.41,2911.655,3064.9,3218.145,3371.39,3524.635,3677.88,3831.125,3984.37,4137.615,4290.86,4444.105,4597.35
18-Nov-11,,87.51599997,87.51599832,87.51594849,87.51506657,87.50481845,87.41980947,86.88368457,84.18539368,72.93,52.54,33.37,40.99,54.95,65.13,73.58,80.86,87.3,93.06,98.3,102.8961331,106.4177779
16-Dec-11,,61.18014,59.05208892,56.79,54.48,52.61,50.66,48.08,44.69,40.99,37.35,33.79,30.51,27.9,26.84,27.47,28.41,29.3,30.12,30.89,31.58326911,32.19400171
20-Jan-12,,58.35401287,56.00201448,54.07,52.57,50.74,48.34,45.45,42.38,39.35,36.37,33.45,30.64,28.11,26.08,25.25,25.63,26.34,27.06,27.74,28.39858665,29.04303106
16-Mar-12,,56.5135904,54.63091421,52.75,50.79,48.46,45.85,43.14,40.48,37.89,35.34,32.85,30.44,28.22,26.31,24.85,24.21,24.4,24.92,25.51,26.09439051,26.6629895
15-Jun-12,,51.39339486,49.81506922,47.97,45.78,43.45,41.1,38.82,36.59,34.36,32.19,30.08,28.1,26.33,24.84,23.61,22.85,22.71,22.97,23.37,23.7808461,24.18226182
21-Sep-12,,46.78377175,45.59924322,44.11,42.25,40.33,38.43,36.56,34.64,32.7,30.8,28.98,27.28,25.76,24.49,23.39,22.38,21.63,21.34,21.39,21.51081258,21.64144005
21-Dec-12,,44.52167625,43.29188578,41.86,40.19,38.51,36.85,35.21,33.48,31.73,30.02,28.38,26.82,25.39,24.15,23.15,22.31,21.58,21.08,20.87,20.75220124,20.67034376
21-Jun-13,,41.32279378,39.93064301,38.51,37.06,35.63,34.23,32.81,31.22,29.68,28.2,26.78,25.46,24.28,23.27,22.53,22,21.57,21.25,21.04,20.88292264,20.76268678
20-Dec-13,,39.16143248,37.93473654,36.7,35.46,34.24,33.04,31.81,30.45,29.14,27.86,26.64,25.48,24.4,23.42,22.57,21.95,21.46,21.04,20.7,20.41599387,20.1785161
19-Dec-14,,37.19264172,35.99109693,34.83,33.72,32.63,31.55,30.42,29.22,28.07,26.95,25.88,24.88,23.95,23.11,22.37,21.78,21.34,20.98,20.68,20.42413988,20.20683134
18-Dec-15,,36.08012254,34.92826285,33.82,32.77,31.75,30.73,29.67,28.55,27.46,26.41,25.41,24.47,23.59,22.79,22.09,21.5,21.07,20.71,20.42,20.17475471,19.96417441
16-Dec-16,,35.29411935,34.25463427,33.26,32.32,31.39,30.47,29.55,28.53,27.55,26.6,25.68,24.81,23.98,23.21,22.51,21.89,21.38,20.98,20.64,20.34052297,20.07835078
15-Dec-17,,34.93022775,33.91025622,32.94,32.03,31.13,30.24,29.36,28.41,27.45,26.52,25.63,24.78,23.98,23.24,22.56,21.96,21.44,21.05,20.72,20.42677461,20.16875122
21-Dec-18,,34.9394173,33.86809446,32.86,31.93,31.02,30.12,29.22,28.3,27.31,26.37,25.46,24.61,23.82,23.09,22.46,21.9,21.44,21.1,20.83,20.59611703,20.39188609
20-Dec-19,,34.76922533,33.7378785,32.77,31.88,31.01,30.16,29.32,28.47,27.59,26.69,25.83,25.02,24.27,23.59,22.98,22.45,22,21.63,21.36,21.13512229,20.93815829
18-Dec-20,,35.73991521,34.67365461,33.67,32.75,31.87,30.99,30.12,29.25,28.37,27.44,26.51,25.63,24.8,24.04,23.35,22.75,22.24,21.81,21.49,21.22229791,20.98782713
END VOL SURFACE EXCHANGE DATES,,,,,,,,,,,,,,,,,,,,,,
VOL SURFACE STANDARD DATES,,,,,,,,,,,,,,,,,,,,,,
STANDARD DATES,Strike,1532.45,1685.695,1838.94,1992.185,2145.43,2298.675,2451.92,2605.165,2758.41,2911.655,3064.9,3218.145,3371.39,3524.635,3677.88,3831.125,3984.37,4137.615,4290.86,4444.105,4597.35
24-Nov-11,,64.67275409,62.89215993,61.01467792,59.11506252,57.5900075,56.0014897,53.84721753,50.68057696,45.70114796,39.34825218,33.74311761,31.85855375,32.09300857,33.40148981,35.74348217,38.0844765,40.21914713,42.15973662,43.95109791,45.54057481,46.81091512
19-Dec-11,,60.70500598,58.5405063,56.3330424,54.15735565,52.29417791,50.26989045,47.63945562,44.30255501,40.71354913,37.18383439,33.73195767,30.53232502,27.93611211,26.71125006,27.10234629,27.95307103,28.81417488,29.61788996,30.37321024,31.06052252,31.67610391
17-Jan-12,,58.47184565,56.12954264,54.18350714,52.64918565,50.81754633,48.43671052,45.56013828,42.47658648,39.41816263,36.41044995,33.46392232,30.63471336,28.10147329,26.11140189,25.34426456,25.74915015,26.467089,27.19142434,27.87531857,28.53530806,29.17808255
17-Feb-12,,57.16045876,55.11168771,53.21284444,51.41612025,49.26501307,46.7311377,43.95724899,41.1508208,38.404122,35.70163143,33.05993076,30.50971392,28.18178783,26.23022874,24.98985664,24.71316908,25.09180084,25.68457903,26.30710129,26.91823047,27.51419109
17-May-12,,52.51069519,50.86482424,49.01307165,46.87715368,44.54947879,42.14252011,39.76668004,37.44091912,35.13116872,32.87693151,30.6827903,28.60756775,26.73821461,25.15600513,23.87589303,23.14239589,23.07537556,23.39322593,23.83560524,24.28526378,24.72417527
17-Aug-12,,48.09560296,46.79658381,45.20447196,43.24957483,41.21163615,39.18246212,37.19525119,35.18707587,33.16482763,31.18846277,29.28664787,27.50795837,25.91801461,24.58675584,23.45071149,22.5102406,21.93233066,21.80044587,21.95236275,22.15832741,22.36902264
19-Nov-12,,45.20138489,43.9857739,42.53674181,40.80907659,39.05621628,37.32348612,35.61393909,33.82665214,32.01946932,30.25240302,28.55847353,26.95664089,25.49980846,24.25088774,23.22112287,22.33069173,21.59477554,21.15710262,21.0248785,20.97905063,20.96176051
17-May-13,,41.78744321,40.42021839,38.99849351,37.51594596,36.04891218,34.61042974,33.15800369,31.54760197,29.97675813,28.46297444,27.01073109,25.65560964,24.43914274,23.39575211,22.61821583,22.04385786,21.57140655,21.22617565,21.01617647,20.86458914,20.74972567
18-Nov-13,,39.47069594,38.22002096,36.95835842,35.68798468,34.43768803,33.20891961,31.95167647,30.55880845,29.21608921,27.90777923,26.65961545,25.47720505,24.38326015,23.39908862,22.56441248,21.95699658,21.47541129,21.06948272,20.74786518,20.48190804,20.26119274
17-Nov-14,,37.31628055,36.11321562,34.94747514,33.82920461,32.73094163,31.64332795,30.50700339,29.29686197,28.13674192,27.0066484,25.92721494,24.91718464,23.97781972,23.12911686,22.38230776,21.79045605,21.34737322,20.98368184,20.68122619,20.42364077,20.20509727
17-Nov-15,,36.15432613,34.99913932,33.8873357,32.83331016,31.80861091,30.7845888,29.7198965,28.59453707,27.50052526,26.44584559,25.44117086,24.49716972,23.61383985,22.81117902,22.10851991,21.5185229,21.08785964,20.72786148,20.43719752,20.19124728,19.98022048
17-Nov-16,,35.34578984,34.29886422,33.29672113,32.34946825,31.41354777,30.48698354,29.55782225,28.53130166,27.54415337,26.58767953,25.66251968,24.78802079,23.95481897,23.18290542,22.48291262,21.86483743,21.35996764,20.96253905,20.62575775,20.32977888,20.070942
19-Nov-18,,34.93872975,33.87125112,32.86599291,31.93749355,31.02824448,30.12899579,29.230499,28.30824577,27.32050062,26.38125358,25.47275987,24.62276123,23.83200951,23.10125777,22.46749811,21.90449531,21.44,21.09626275,20.82178914,20.58349386,20.37527414
17-Nov-21,,36.4437005,35.35222608,34.32277314,33.38110342,32.49362481,31.59197463,30.70032721,29.81576747,28.93536629,27.9836967,27.0036633,26.07354922,25.1861845,24.36864202,23.620887,22.97014306,22.41647971,21.9426511,21.58598687,21.28677358,21.02461818
END VOL SURFACE STANDARD DATES,,,,,,,,,,,,,,,,,,,,,,
TERM STRUCTURE STANDARD DATES,,,,,,,,,,,,,,,,,,,,,,
Standard Dates,ATM Vol Mid(%),ATM Vol Spread(%),Var Swap(%),Forward Price(EUR),Forward Price(%),Dividend points,Security Lending(%),Funding rate(%),,,,,,,,,,,,,,
24-Nov-11,33.74,0.54,35.96,3065.01,100,0.65,0,1.26,,,,,,,,,,,,,,
19-Dec-11,33.73,0.5,36.05,3064.08,99.97,3.93,0,1.14,,,,,,,,,,,,,,
17-Jan-12,33.46,0.45,36.39,3067.5,100.08,3.93,0,1.26,,,,,,,,,,,,,,
17-Feb-12,33.06,0.4,36.42,3071.96,100.23,3.93,0,1.41,,,,,,,,,,,,,,
17-May-12,30.68,0.39,35.04,3029.57,98.85,60.88,0,1.65,,,,,,,,,,,,,,
17-Aug-12,29.29,0.37,33.71,2970.14,96.91,128.02,0,1.44,,,,,,,,,,,,,,
19-Nov-12,28.56,0.36,32.37,2969.06,96.87,142.12,0,1.51,,,,,,,,,,,,,,
17-May-13,27.01,0.33,30.38,2931.59,95.65,198.83,0,1.44,,,,,,,,,,,,,,
18-Nov-13,26.66,0.3,29.3,2876.14,93.84,274.75,0,1.43,,,,,,,,,,,,,,
17-Nov-14,25.93,0.28,27.74,2799.08,91.33,400.18,0,1.52,,,,,,,,,,,,,,
17-Nov-15,25.44,0.27,26.57,2742.7,89.49,518.28,0,1.7,,,,,,,,,,,,,,
17-Nov-16,25.66,0.25,25.84,2704.56,88.24,629.46,0,1.89,,,,,,,,,,,,,,
19-Nov-18,25.47,0.25,24.65,2665.7,86.98,833.11,0,2.23,,,,,,,,,,,,,,
17-Nov-21,27,0.25,24.19,2656.84,86.69,1095.07,0,2.51,,,,,,,,,,,,,,
END TERM STRUCTURE STANDARD DATES,,,,,,,,,,,,,,,,,,,,,,
TERM STRUCTURE EXCHANGE DATES,,,,,,,,,,,,,,,,,,,,,,
Exchange dates,ATM Vol Mid(%),ATM Vol Spread(%),Var Swap(%),Forward Price(EUR),Forward Price(%),Dividend points,Security Lending(%),Funding rate(%),,,,,,,,,,,,,,
18-Nov-11,33.37,0.55,36.97,3064.95,100,0,0,0.62,,,,,,,,,,,,,,
16-Dec-11,33.79,0.5,36.05,3063.82,99.96,3.93,0,1.16,,,,,,,,,,,,,,
20-Jan-12,33.45,0.44,36.44,3067.9,100.1,3.93,0,1.27,,,,,,,,,,,,,,
16-Mar-12,32.85,0.4,36.55,3075.36,100.34,4.72,0,1.49,,,,,,,,,,,,,,
15-Jun-12,30.08,0.38,35.03,2971.08,96.94,121.52,0,1.55,,,,,,,,,,,,,,
21-Sep-12,28.98,0.37,33.23,2961.16,96.62,141.51,0,1.46,,,,,,,,,,,,,,
21-Dec-12,28.38,0.35,32.02,2967.47,96.82,145.22,0,1.43,,,,,,,,,,,,,,
21-Jun-13,26.78,0.32,30.26,2878.16,93.91,256.29,0,1.44,,,,,,,,,,,,,,
20-Dec-13,26.64,0.3,29.13,2876.71,93.86,278.23,0,1.44,,,,,,,,,,,,,,
19-Dec-14,25.88,0.28,27.62,2800.97,91.39,403.46,0,1.54,,,,,,,,,,,,,,
18-Dec-15,25.41,0.27,26.48,2745.52,89.58,521.37,0,1.71,,,,,,,,,,,,,,
16-Dec-16,25.68,0.25,25.79,2707.82,88.35,632.37,0,1.91,,,,,,,,,,,,,,
15-Dec-17,25.63,0.25,25.14,2682.86,87.53,736.88,0,2.08,,,,,,,,,,,,,,
