DATE,30-Oct-13,,,,,,,,,,,,,,,,,,,,,
TIME,05:22 GMT,,,,,,,,,,,,,,,,,,,,,
FILE,SD_SPC,,,,,,,,,,,,,,,,,,,,,
UNDERLYING,OTC_SPC,,,,,,,,,,,,,,,,,,,,,
SPOT,1771.95,,,,,,,,,,,,,,,,,,,,,
CURRENCY,USD,,,,,,,,,,,,,,,,,,,,,
SABR PARAMETERS,,,,,,,,,,,,,,,,,,,,,,
atmvolshort,0.098696311,,,,,0.098696311,,,,,,,,,,,,,,,,
atmvol1year,0.1534501136,,,,,0.1534501136,,,,,,,,,,,,,,,,
atmvolLong,0.1881926099,,,,,0.1881926099,,,,,,,,,,,,,,,,
atmWingL,14.3519436894,,,,,14.3519436894,,,,,,,,,,,,,,,,
atmWingR,0.6954329256,,,,,0.6954329256,,,,,,,,,,,,,,,,
skewshort,-0.0143848689,,,,,-0.0143848689,,,,,,,,,,,,,,,,
skew1year,-0.2775596474,,,,,-0.2775596474,,,,,,,,,,,,,,,,
skewlong,-0.2845628485,,,,,-0.2845628485,,,,,,,,,,,,,,,,
skewwingL,19.9568339627,,,,,19.9568339627,,,,,,,,,,,,,,,,
skewwingR,2.8535008244,,,,,2.8535008244,,,,,,,,,,,,,,,,
kurtosisshort,0.6589734083,,,,,0.6589734083,,,,,,,,,,,,,,,,
kurtosislong,-0.1499925373,,,,,-0.1499925373,,,,,,,,,,,,,,,,
kurtosisgrowth,0.563932944,,,,,0.563932944,,,,,,,,,,,,,,,,
END SABR PARAMETERS,,,,,,,,,,,,,,,,,,,,,,
VOL SURFACE STANDARD DATES,,,,,,,,,,,,,,,,,,,,,,
,%ATMS,80%,82%,84%,86%,88%,90%,92%,94%,96%,98%,100%,102%,104%,106%,108%,110%,112%,114%,116%,118%,120%
Term,Strike,1417.56,1452.999,1488.438,1523.877,1559.316,1594.755,1630.194,1665.633,1701.072,1736.511,1771.95,1807.389,1842.828,1878.267,1913.706,1949.145,1984.584,2020.023,2055.462,2090.901,2126.34
6-Nov-13,,31.58996941,30.374026139,28.9808426637,27.2338766119,25.1255944225,22.8174713459,20.4249684261,17.8500970445,14.9633787361,12.1384041337,10.2518329677,9.9522129646,10.8881535586,12.4649742119,14.2419702088,15.9324126565,17.3255760809,18.4879702801,19.5522618725,20.5786215334,21.554723995
29-Nov-13,,27.1467797722,25.7587587386,24.351635851,22.8733994055,21.3099971733,19.6857755753,18.0143514261,16.2642507156,14.4071813002,12.6228823123,11.269687662,10.612267212,10.6228286042,11.1903022277,12.1248965645,13.1864033004,14.1822456999,15.1004423625,15.9743141853,16.8139063799,17.6055900214
30-Dec-13,,24.7943553059,23.4448773244,22.1342544948,20.8455419447,19.5631406174,18.2732393213,16.9634522756,15.6259116483,14.2573350591,12.9339393149,11.8108336476,11.0283764818,10.6573277287,10.7466897831,11.2284238368,11.9166573044,12.6505343978,13.3924934594,14.1356274852,14.8660978323,15.5631520734
30-Jan-14,,23.4832301655,22.4060502695,21.3323423885,20.228811146,19.0899990782,17.9382272852,16.7909497326,15.6410257592,14.4774897371,13.3412637444,12.3245022552,11.5185793416,11.0057081401,10.8623538371,11.0618905927,11.4725827641,11.9754895905,12.528732546,13.1108067506,13.7047567146,14.2975019427
30-Apr-14,,22.2580183691,21.4238810461,20.5685356903,19.7055236727,18.8411715003,17.9745767194,17.1051296082,16.2347163163,15.3665246922,14.518979976,13.725716293,13.0224616844,12.4507664376,12.0521890602,11.8352030821,11.775232953,11.8450006397,12.0119084093,12.2423354355,12.5133343995,12.8127942827
30-Jul-14,,21.8283700565,21.1105212411,20.3880054448,19.6682199479,18.9497479131,18.222367384,17.4792414891,16.7285975932,15.9826307621,15.2580701673,14.5761660339,13.9590444312,13.4315993824,13.0182833857,12.7173405703,12.500814052,12.3462694704,12.2578076378,12.2455296748,12.3057583012,12.4210497765
30-Oct-14,,21.6122971347,21.0019688292,20.3882549066,19.766651474,19.1332047285,18.4845130213,17.8202538125,17.152318455,16.4955201311,15.8616518434,15.2594848911,14.7005575864,14.2080104228,13.8067387684,13.4953378472,13.246106765,13.0362010554,12.8667582128,12.7447731283,12.674232861,12.6561237189
30-Apr-15,,21.539430532,21.0503836953,20.5558300483,20.0468246088,19.5230385854,18.9927557525,18.4640293705,17.9422403042,17.4320248334,16.9385802686,16.4677114887,16.0258507023,15.621962715,15.2652904416,14.9588229555,14.6994219118,14.4834427054,14.3059089174,14.1615428638,14.0467358419,13.9596129885
30-Oct-15,,21.7083812045,21.2778251245,20.8376271379,20.3834250889,19.9186287518,19.454418205,19.0002459551,18.5572274427,18.1244680059,17.7034921361,17.2982582364,16.9127114213,16.5503559801,16.2145224292,15.9075827589,15.6309842996,15.3863526475,15.1760855231,15.0025176048,14.8623497474,14.7466667876
31-Oct-16,,21.6376847528,21.2795312686,20.931477099,20.5919112552,20.257548569,19.9234315764,19.5864765189,19.2513770444,18.9246565762,18.6102517183,18.3095140446,18.0234539808,17.7521652346,17.4954186192,17.2508450556,17.0139369753,16.781440341,16.5554820151,16.3393503608,16.1321185999,15.928646462
30-Oct-17,,22.4242297428,22.1216073357,21.8263217348,21.5346966169,21.2450030613,20.9574879127,20.6727903751,20.3926523558,20.1190645144,19.8541167611,19.6000245392,19.3583203244,19.1277579671,18.906409138,18.6928434061,18.4861473731,18.2860553529,18.0947324899,17.9148617406,17.7472022722,17.5906108838
